order_id,customer_id,category,order_amount,delivery_delay_days,is_cod,customer_past_return_rate,product_weight_g,installments,is_returned
ORD_114417,CUST_2011,Electronics,1590.41,2,0,0.098,2659.1,2,0
ORD_114339,CUST_4843,Footwear,2886.16,1,0,0.2448,2436.5,1,0
ORD_113623,CUST_1941,Home & Kitchen,3492.73,2,1,0.1616,3070.1,1,1
ORD_105128,CUST_3448,Apparel,764.71,1,1,0.3867,2911.5,1,0
ORD_110631,CUST_4761,Apparel,768.58,1,1,0.2956,2352.8,12,0
ORD_108691,CUST_2979,Apparel,665.54,1,1,0.2784,2072.1,1,0
ORD_106354,CUST_4388,Home & Kitchen,1058.05,0,0,0.0614,2704.7,3,1
ORD_111671,CUST_3349,Beauty,618.32,7,1,0.1181,1841.4,3,0
ORD_113126,CUST_1637,Footwear,2584.44,2,1,0.1412,478.4,6,0
ORD_111198,CUST_3339,Apparel,2937.32,7,1,0.0828,1837.0,1,0
ORD_103002,CUST_4654,Footwear,1009.13,10,1,0.1621,774.6,1,1
ORD_104208,CUST_1980,Apparel,627.02,1,0,0.1626,2900.4,1,0
ORD_114384,CUST_1667,Apparel,1341.85,0,0,0.1041,247.6,1,0
ORD_110327,CUST_1230,Apparel,4146.55,0,0,0.2755,659.5,1,0
ORD_107425,CUST_1890,Electronics,360.85,3,0,0.3152,320.8,1,0
ORD_113800,CUST_2244,Apparel,6192.06,2,0,0.3124,1788.8,1,0
ORD_112424,CUST_3279,Apparel,881.76,4,0,0.1716,1016.5,1,1
ORD_105131,CUST_3265,Electronics,322.83,0,1,0.1946,254.5,1,1
ORD_108780,CUST_2612,Apparel,1799.04,3,0,0.0659,2256.8,1,0
ORD_108048,CUST_3361,Footwear,1600.87,0,1,0.29,2351.7,1,0
ORD_102866,CUST_3636,Beauty,502.29,1,0,0.1029,185.8,1,0
ORD_110465,CUST_4619,Apparel,1254.57,0,0,0.0527,3127.7,2,0
ORD_113957,CUST_1179,Apparel,747.52,0,1,0.0766,1884.4,1,0
ORD_113240,CUST_1818,Electronics,1307.17,0,1,0.2882,604.5,1,0
ORD_103092,CUST_4729,Footwear,573.39,0,0,0.4598,2110.3,1,0
ORD_108959,CUST_1492,Apparel,482.58,0,0,0.3244,2325.1,1,0
ORD_112863,CUST_4273,Apparel,531.37,3,1,0.1178,2420.9,1,0
ORD_110469,CUST_3021,Apparel,3501.89,2,0,0.307,2783.6,1,0
ORD_107745,CUST_2553,Electronics,1445.55,0,1,0.1947,1730.2,2,0
ORD_104134,CUST_4013,Apparel,2217.81,0,1,0.0911,2576.6,1,0
ORD_108619,CUST_2178,Beauty,427.05,2,1,0.2924,902.4,1,0
ORD_114994,CUST_1153,Apparel,3777.38,3,1,0.1136,2934.3,3,0
ORD_113856,CUST_4711,Apparel,1145.62,0,1,0.0374,3056.5,1,0
ORD_108722,CUST_3887,Electronics,1114.53,1,1,0.1501,1752.9,3,1
ORD_100888,CUST_2243,Beauty,4379.84,1,0,0.3311,2600.3,1,0
ORD_102345,CUST_1906,Apparel,1002.31,1,1,0.0309,1181.3,1,0
ORD_105494,CUST_2062,Footwear,3875.79,1,1,0.0645,2496.9,2,1
ORD_113404,CUST_2098,Apparel,675.51,0,0,0.0644,1070.9,2,0
ORD_114738,CUST_4816,Beauty,3196.69,2,1,0.0767,819.0,1,0
ORD_105806,CUST_2151,Home & Kitchen,2050.33,3,0,0.2538,2577.9,2,0
ORD_102935,CUST_4364,Apparel,322.07,0,0,0.3785,1408.0,1,1
ORD_101987,CUST_1390,Electronics,985.9,4,1,0.1883,3260.5,1,0
ORD_111986,CUST_4201,Electronics,494.03,2,1,0.3573,548.4,2,0
ORD_113778,CUST_4554,Apparel,588.45,0,0,0.3405,2909.3,12,0
ORD_110543,CUST_4910,Electronics,2291.71,0,0,0.1492,1230.3,1,0
ORD_112035,CUST_2109,Apparel,867.95,2,1,0.2918,3307.5,1,0
ORD_113955,CUST_2855,Apparel,1733.27,0,1,0.4022,704.9,1,0
ORD_107651,CUST_4167,Footwear,721.45,4,0,0.0018,857.4,1,0
ORD_103280,CUST_1265,Electronics,2615.14,0,0,0.1884,470.6,6,0
ORD_108978,CUST_1978,Electronics,319.72,2,0,0.2654,920.1,2,1
ORD_114947,CUST_1122,Footwear,5531.21,1,1,0.062,2284.5,1,0
ORD_107723,CUST_2546,Apparel,1608.67,1,0,0.1484,3056.0,6,0
ORD_105656,CUST_3518,Footwear,462.15,0,0,0.1087,3283.4,1,0
ORD_104762,CUST_3721,Home & Kitchen,1781.43,0,1,0.2079,1564.2,1,1
ORD_109199,CUST_4199,Footwear,435.14,1,1,0.1079,1707.2,1,1
ORD_106679,CUST_3645,Apparel,371.62,0,1,0.0612,1929.9,2,0
ORD_104587,CUST_1209,Footwear,524.87,0,1,0.1137,679.0,1,1
ORD_106833,CUST_2262,Home & Kitchen,316.51,2,0,0.2697,2720.9,1,0
ORD_114752,CUST_2873,Footwear,635.43,1,1,0.2408,401.1,6,0
ORD_106957,CUST_3782,Apparel,4380.84,2,1,0.2683,1581.4,1,0
ORD_110402,CUST_1018,Apparel,1770.38,2,1,0.1579,922.8,1,0
ORD_114453,CUST_1463,Apparel,1204.2,0,1,0.1993,3365.4,3,0
ORD_101783,CUST_2279,Apparel,1488.35,0,1,0.2098,3248.3,2,1
ORD_104733,CUST_2572,Home & Kitchen,351.26,3,0,0.133,2887.3,12,0
ORD_107485,CUST_3413,Footwear,500.69,0,1,0.1173,785.0,1,1
ORD_101295,CUST_3324,Apparel,1585.4,5,1,0.1514,591.2,1,0
ORD_106700,CUST_3185,Apparel,466.43,1,1,0.1483,1608.0,1,0
ORD_103038,CUST_3729,Apparel,575.85,0,1,0.1623,229.5,1,0
ORD_102617,CUST_4888,Beauty,656.19,0,1,0.4483,754.8,12,1
ORD_109516,CUST_4280,Apparel,927.09,0,1,0.3327,2050.5,3,0
ORD_103712,CUST_1313,Apparel,5385.75,0,1,0.1528,1254.4,1,0
ORD_109482,CUST_3126,Footwear,1033.91,5,1,0.4136,1568.0,1,1
ORD_105022,CUST_2588,Footwear,1010.21,0,1,0.2395,2151.9,1,0
ORD_112600,CUST_2909,Home & Kitchen,3246.89,0,1,0.121,3185.9,1,0
ORD_105484,CUST_4212,Footwear,691.18,0,0,0.2428,2391.7,3,0
ORD_110570,CUST_3241,Apparel,2131.73,4,0,0.0942,1986.1,2,0
ORD_103373,CUST_2382,Apparel,977.22,0,1,0.3209,2596.9,1,0
ORD_108814,CUST_1145,Footwear,1157.35,2,0,0.2987,1435.6,1,1
ORD_103572,CUST_2511,Electronics,350.4,0,0,0.3887,821.2,1,0
ORD_103229,CUST_4016,Footwear,2108.2,0,0,0.2546,3437.4,1,0
ORD_113791,CUST_2721,Footwear,2347.23,0,1,0.2397,1451.0,1,0
ORD_105416,CUST_3257,Beauty,502.43,4,1,0.1822,2515.3,1,0
ORD_108351,CUST_2519,Home & Kitchen,3091.64,1,1,0.1009,2437.3,1,1
ORD_109207,CUST_4203,Footwear,1558.14,1,0,0.0559,1900.1,3,0
ORD_104230,CUST_1930,Footwear,2683.34,0,0,0.24,1217.2,12,0
ORD_112310,CUST_1151,Apparel,860.15,0,1,0.1352,376.6,6,1
ORD_100558,CUST_2148,Electronics,1034.58,0,1,0.0814,2729.2,1,0
ORD_105060,CUST_2045,Beauty,1004.32,1,1,0.0572,659.6,1,1
ORD_102250,CUST_1355,Home & Kitchen,1280.67,0,1,0.2646,617.1,1,1
ORD_109579,CUST_4720,Beauty,481.23,7,1,0.2179,2711.9,1,1
ORD_102430,CUST_1348,Apparel,3263.9,4,0,0.0348,2040.0,1,1
ORD_113848,CUST_3773,Electronics,470.14,0,1,0.1193,3246.9,3,0
ORD_102640,CUST_4188,Electronics,430.13,3,0,0.2296,773.3,1,1
ORD_113516,CUST_1869,Home & Kitchen,2555.38,1,0,0.2185,3360.6,1,0
ORD_109705,CUST_1067,Footwear,1032.17,0,1,0.1359,2804.1,3,0
ORD_105685,CUST_1383,Footwear,613.53,1,1,0.1473,532.4,1,0
ORD_100156,CUST_4065,Apparel,416.67,4,1,0.0242,2388.0,3,0
ORD_107662,CUST_3501,Electronics,1028.25,0,1,0.1895,830.4,2,0
ORD_112094,CUST_3897,Apparel,928.11,2,0,0.4408,764.4,1,0
ORD_100332,CUST_1659,Home & Kitchen,6006.27,0,1,0.1551,1463.3,1,1
ORD_107791,CUST_2860,Home & Kitchen,3302.77,1,1,0.0275,3162.5,1,0
ORD_108017,CUST_1320,Footwear,681.61,0,1,0.094,2651.1,2,0
ORD_105091,CUST_3341,Footwear,377.79,3,1,0.1771,973.8,2,1
ORD_110158,CUST_4657,Apparel,813.01,2,0,0.0978,561.5,1,0
ORD_104041,CUST_1883,Apparel,1587.59,0,0,0.1333,3497.8,1,0
ORD_104584,CUST_2996,Home & Kitchen,1954.11,0,1,0.2188,705.8,1,1
ORD_105435,CUST_3378,Footwear,3837.33,1,0,0.152,1252.5,1,1
ORD_102766,CUST_2058,Apparel,4607.22,0,1,0.1927,1874.5,1,1
ORD_112775,CUST_4740,Electronics,1436.18,0,1,0.3183,654.7,1,0
ORD_102350,CUST_4999,Electronics,430.05,3,1,0.3406,2704.9,1,0
ORD_106760,CUST_2000,Electronics,1345.49,0,0,0.3168,2320.1,1,0
ORD_103518,CUST_1365,Home & Kitchen,1455.62,0,0,0.1189,736.8,1,0
ORD_102944,CUST_4885,Electronics,1071.65,0,0,0.1181,474.2,3,0
ORD_111111,CUST_3558,Footwear,869.9,1,0,0.0591,2009.2,2,0
ORD_113555,CUST_4849,Home & Kitchen,442.47,1,1,0.326,805.8,1,0
ORD_113351,CUST_4598,Electronics,1246.34,1,1,0.5061,642.4,1,1
ORD_103653,CUST_1087,Apparel,930.68,0,0,0.026,1592.6,1,0
ORD_105876,CUST_4197,Home & Kitchen,1322.94,0,0,0.2524,2532.6,1,1
ORD_110241,CUST_1990,Home & Kitchen,416.83,0,0,0.0532,1999.9,12,0
ORD_111359,CUST_3722,Electronics,1302.0,0,0,0.1687,173.7,1,0
ORD_101220,CUST_3125,Apparel,1334.89,1,0,0.2643,2992.1,1,0
ORD_102129,CUST_1884,Electronics,658.9,0,1,0.2076,1117.3,1,0
ORD_103212,CUST_3507,Home & Kitchen,5494.82,0,1,0.5019,2781.3,2,0
ORD_108044,CUST_2751,Home & Kitchen,963.7,0,0,0.2056,1744.5,12,0
ORD_100314,CUST_3327,Apparel,303.35,0,0,0.1454,2254.9,1,0
ORD_102044,CUST_1310,Electronics,1078.07,0,0,0.0873,1195.5,12,0
ORD_111839,CUST_4814,Apparel,1030.87,2,0,0.2495,2886.2,3,0
ORD_103231,CUST_2866,Apparel,585.96,3,0,0.1714,1879.7,6,1
ORD_111955,CUST_2205,Footwear,3318.03,4,0,0.135,3003.2,1,0
ORD_113717,CUST_4776,Apparel,1745.96,2,1,0.6652,3138.6,12,1
ORD_109796,CUST_2032,Apparel,2463.79,5,1,0.2497,1268.6,3,1
ORD_112145,CUST_1992,Footwear,712.21,0,0,0.2888,3177.0,1,1
ORD_103957,CUST_1164,Footwear,3943.86,0,1,0.2023,2897.4,1,1
ORD_102818,CUST_1516,Footwear,1549.72,3,1,0.0695,999.4,1,0
ORD_103201,CUST_1285,Beauty,1426.35,0,0,0.3147,1754.4,1,1
ORD_110342,CUST_4149,Footwear,2693.2,2,1,0.0663,2307.6,1,0
ORD_105660,CUST_1278,Footwear,735.97,0,1,0.057,1746.5,1,1
ORD_101707,CUST_4547,Home & Kitchen,2112.85,0,1,0.1473,2934.0,2,0
ORD_113866,CUST_4036,Beauty,336.77,1,0,0.055,2099.1,1,0
ORD_108824,CUST_3019,Electronics,838.35,0,0,0.1902,1708.8,1,0
ORD_102020,CUST_3852,Footwear,2293.45,2,0,0.1185,1365.0,1,0
ORD_110573,CUST_2173,Apparel,655.02,1,1,0.1204,2069.7,3,0
ORD_102089,CUST_2981,Home & Kitchen,1690.61,2,1,0.174,2236.1,1,0
ORD_106013,CUST_3994,Apparel,585.49,4,0,0.1691,846.0,1,0
ORD_105266,CUST_4904,Apparel,346.95,2,0,0.2387,2023.4,1,1
ORD_103567,CUST_2801,Home & Kitchen,933.56,0,1,0.108,1050.1,1,0
ORD_102440,CUST_1526,Apparel,1140.32,0,0,0.3093,1666.8,1,1
ORD_101785,CUST_1904,Footwear,1204.02,1,0,0.1912,342.3,1,0
ORD_104796,CUST_3186,Electronics,305.43,0,1,0.0477,868.3,6,0
ORD_111460,CUST_4771,Beauty,425.73,0,1,0.128,2466.4,3,0
ORD_105819,CUST_1673,Apparel,1368.25,0,0,0.203,2466.6,3,0
ORD_114134,CUST_4081,Apparel,1995.29,0,1,0.211,1048.8,6,0
ORD_101206,CUST_2280,Home & Kitchen,511.53,0,0,0.0207,3214.2,2,0
ORD_113912,CUST_4862,Electronics,1004.17,0,0,0.1091,363.2,1,0
ORD_108424,CUST_3430,Footwear,1077.29,7,0,0.0895,1753.0,1,0
ORD_105541,CUST_4743,Footwear,973.24,2,1,0.1247,1631.9,2,0
ORD_100101,CUST_3777,Footwear,1776.08,2,0,0.0692,1820.8,1,0
ORD_105141,CUST_1022,Footwear,1554.67,0,1,0.1935,2989.5,1,0
ORD_112905,CUST_1201,Apparel,2647.82,0,1,0.1223,1870.8,12,1
ORD_112868,CUST_3188,Home & Kitchen,4378.27,0,0,0.2337,2966.9,3,0
ORD_114681,CUST_4153,Apparel,2034.18,1,0,0.3038,2066.7,1,0
ORD_114432,CUST_3289,Footwear,2668.27,2,0,0.2543,3286.0,1,1
ORD_105619,CUST_2422,Electronics,878.2,0,1,0.1802,1792.4,1,0
ORD_103979,CUST_1894,Beauty,1922.12,1,1,0.0664,977.4,2,0
ORD_111865,CUST_4289,Apparel,381.23,0,0,0.0922,1944.7,1,0
ORD_114724,CUST_3431,Footwear,587.57,1,0,0.0666,2413.1,2,0
ORD_110144,CUST_3637,Electronics,1097.17,3,0,0.4411,2147.2,1,0
ORD_104973,CUST_1413,Apparel,388.53,2,1,0.0708,1337.6,1,0
ORD_103429,CUST_1163,Footwear,694.18,0,1,0.3044,3037.1,1,0
ORD_104871,CUST_4825,Home & Kitchen,1784.03,0,1,0.1789,409.3,3,1
ORD_110001,CUST_3257,Apparel,1140.68,2,0,0.1942,2239.1,2,0
ORD_110609,CUST_1317,Beauty,523.69,7,1,0.2939,2860.4,1,1
ORD_111480,CUST_2305,Apparel,428.23,3,1,0.2256,1453.1,12,0
ORD_110428,CUST_2394,Apparel,342.08,4,1,0.2114,3338.2,1,1
ORD_101193,CUST_3094,Apparel,2590.55,1,0,0.3405,1168.6,1,1
ORD_103598,CUST_3837,Apparel,1834.34,3,0,0.2912,1394.4,1,1
ORD_100231,CUST_2363,Footwear,391.16,0,1,0.3454,1863.7,1,1
ORD_111716,CUST_3033,Beauty,611.48,2,1,0.1725,2777.7,1,0
ORD_107505,CUST_4888,Footwear,445.01,0,0,0.041,1827.3,1,0
ORD_113519,CUST_3987,Home & Kitchen,2860.5,0,0,0.0904,2304.3,1,0
ORD_110160,CUST_3424,Home & Kitchen,321.79,0,0,0.2106,1881.1,1,0
ORD_106466,CUST_3890,Footwear,1815.06,0,1,0.2758,1122.8,1,0
ORD_101282,CUST_2305,Apparel,1460.75,0,0,0.2089,773.8,1,0
ORD_109810,CUST_2641,Home & Kitchen,389.68,0,1,0.0924,227.5,1,1
ORD_103960,CUST_2105,Footwear,832.67,2,1,0.349,1474.4,2,1
ORD_103100,CUST_1998,Home & Kitchen,1586.44,2,1,0.1208,1346.7,1,0
ORD_111553,CUST_1225,Apparel,1325.49,0,0,0.2089,1350.7,2,0
ORD_113268,CUST_3401,Beauty,1852.41,0,0,0.1824,2125.7,1,0
ORD_114791,CUST_2207,Electronics,718.84,0,1,0.0178,3037.4,3,0
ORD_112317,CUST_1234,Home & Kitchen,982.85,1,0,0.4573,1386.2,1,0
ORD_103361,CUST_1882,Home & Kitchen,889.99,0,0,0.1528,1833.5,1,0
ORD_103332,CUST_4201,Footwear,928.68,1,0,0.2355,2282.7,6,0
ORD_114511,CUST_3832,Electronics,1553.85,0,0,0.3182,1545.5,1,0
ORD_102719,CUST_2801,Electronics,951.02,1,1,0.1477,291.4,1,0
ORD_108379,CUST_1919,Beauty,1667.27,2,0,0.0697,3180.7,1,0
ORD_108216,CUST_3674,Apparel,1668.63,2,0,0.1614,1661.8,1,0
ORD_105177,CUST_2997,Apparel,2933.0,2,0,0.2646,1989.0,1,1
ORD_112340,CUST_3780,Electronics,1292.04,1,1,0.1677,2420.9,2,1
ORD_111054,CUST_4885,Electronics,1344.32,0,1,0.1166,1817.7,3,0
ORD_103683,CUST_2284,Footwear,1138.75,5,0,0.0521,1626.0,1,0
ORD_105024,CUST_3368,Home & Kitchen,2350.57,0,1,0.0755,673.7,1,0
ORD_112893,CUST_1400,Apparel,333.08,0,0,0.2035,1935.2,1,0
ORD_110325,CUST_1041,Electronics,609.97,1,1,0.0543,1862.5,1,0
ORD_105850,CUST_4166,Footwear,1197.63,4,1,0.1309,2869.2,1,0
ORD_108359,CUST_2771,Home & Kitchen,826.93,0,0,0.0253,683.1,1,0
ORD_106326,CUST_2532,Home & Kitchen,1197.24,0,1,0.0464,2358.3,1,0
ORD_106519,CUST_3774,Home & Kitchen,585.11,1,1,0.1247,2729.1,1,0
ORD_110067,CUST_2192,Apparel,1712.24,0,0,0.0913,1688.9,3,0
ORD_107320,CUST_2186,Electronics,914.0,0,0,0.5597,3168.8,1,1
ORD_110854,CUST_1987,Footwear,2177.78,0,1,0.4294,2077.2,1,1
ORD_104544,CUST_4224,Apparel,1474.35,0,0,0.0462,2349.6,1,0
ORD_109113,CUST_2469,Apparel,1211.5,2,0,0.3051,1057.6,1,0
ORD_110170,CUST_2419,Footwear,767.81,0,0,0.3289,983.4,1,1
ORD_101735,CUST_2111,Apparel,1215.17,0,0,0.2137,1881.4,6,0
ORD_101346,CUST_2141,Footwear,923.97,0,0,0.2861,3453.9,3,0
ORD_114515,CUST_4758,Apparel,826.32,0,1,0.1959,2108.2,1,1
ORD_102291,CUST_1447,Apparel,734.0,0,1,0.0766,1855.0,1,1
ORD_101682,CUST_4057,Footwear,2532.13,0,1,0.0434,2357.9,1,0
ORD_106629,CUST_4815,Apparel,1509.62,0,0,0.0307,2999.9,1,0
ORD_105835,CUST_4407,Electronics,855.36,4,1,0.2085,3181.3,3,0
ORD_106210,CUST_1802,Apparel,2925.83,0,0,0.0662,3477.3,1,0
ORD_110640,CUST_2602,Electronics,1353.76,0,1,0.1012,861.0,1,1
ORD_100861,CUST_2365,Home & Kitchen,1523.78,1,0,0.3426,3493.4,1,1
ORD_101477,CUST_1922,Apparel,783.44,2,1,0.2213,2533.6,2,0
ORD_108573,CUST_2813,Footwear,520.04,2,0,0.0504,502.5,1,0
ORD_105193,CUST_4237,Home & Kitchen,1176.93,1,0,0.2898,2234.8,1,0
ORD_107872,CUST_4588,Footwear,1035.13,0,1,0.0663,1682.5,1,0
ORD_111439,CUST_4347,Apparel,721.27,0,0,0.2176,1115.8,2,0
ORD_111913,CUST_4097,Apparel,1431.56,0,0,0.092,459.2,2,0
ORD_107976,CUST_1297,Electronics,754.44,2,1,0.0301,922.6,1,0
ORD_113782,CUST_1629,Electronics,1039.85,1,1,0.1413,407.5,1,1
ORD_106875,CUST_2969,Home & Kitchen,4904.03,4,1,0.3008,1584.0,1,0
ORD_106375,CUST_1528,Electronics,2802.66,2,0,0.3725,799.9,3,0
ORD_110574,CUST_4230,Electronics,654.61,0,0,0.519,1505.1,12,0
ORD_105606,CUST_3246,Electronics,414.22,1,1,0.0674,3037.4,1,0
ORD_104946,CUST_2088,Apparel,1310.53,1,0,0.1204,793.3,1,0
ORD_113220,CUST_4133,Apparel,615.08,1,0,0.0875,1998.6,1,0
ORD_106840,CUST_4327,Beauty,2593.66,1,0,0.1986,2203.9,1,0
ORD_105289,CUST_2759,Electronics,928.49,0,0,0.1518,3292.6,1,0
ORD_105079,CUST_2739,Home & Kitchen,336.17,0,1,0.4102,1926.0,1,1
ORD_108094,CUST_4629,Apparel,850.31,0,1,0.053,311.8,1,0
